kem,signature,kem_category,signature_category,loss_profile,handshake_time_ms,quic_mode,client_keyshare_bytes,server_keyshare_bytes,signature_bytes,server_credit_send,server_credit_received,server_amplification_realized,client_hello_size,server_hello_size,client_handshake_size,server_handshake_size,server_certificate_size,client_packets_send,server_packets_send,client_total_bytes_send,server_total_bytes_send,client_CRYPTO_bytes_send,server_CRYPTO_bytes_send,client_PADDING_bytes_send,server_PADDING_bytes_send,total_bytes_changed,num_packets_initial_client,num_packets_initial_server,num_packets_handshake_server,num_packets_handshake_client,clientKeyshareGeneration,clientHelloBuild,clientHelloRoundTrip,clientKeyExchangeLatency,clientCertificateProcess,clientCertVerifyCheck,serverKeyExchangeLatency,serverHelloPreparation,serverCertificateBuild,serverCertVerifySign,serverHandshakePreparation,clientValidationDelay
MLKEM512,MLDSA44,pqc,pqc,off,2.710000,0 - default,800,768,2420,3451.000000,2400.000000,1.437917,1096,830,222,6809,3931,6,10,2581,7728,1151,7380,1182,0,10263,2,1,7,4,0.049000,0.073000,1.390000,0.130000,0.051000,0.201000,0.118000,0.235000,0.012000,0.262000,0.313000,1.003000
MLKEM512,MLDSA65,pqc,pqc,off,4.290000,0 - default,800,768,3309,3451.000000,2400.000000,1.437917,1096,830,222,9311,5460,6,12,2581,10230,1151,9808,1182,0,12765,2,1,9,4,0.048000,0.068000,2.717000,0.159000,0.046000,0.278000,0.120000,0.236000,0.012000,1.532000,1.590000,2.347000
MLKEM512,MLDSA87,pqc,pqc,off,4.310000,0 - default,800,768,4627,3451.000000,2400.000000,1.437917,1096,830,222,12713,7418,6,15,2581,13632,1151,13099,1182,0,16167,2,1,12,4,0.046000,0.066000,2.580000,0.159000,0.047000,0.388000,0.120000,0.237000,0.012000,1.394000,1.460000,2.204000
MLKEM512,p256_mldsa44,pqc,pqc-hybrid,off,4.350000,0 - default,800,768,2494,3451.000000,2400.000000,1.437917,1096,830,180,7054,4064,5,11,2539,7973,1151,7587,1182,0,10466,2,1,8,3,0.049000,0.069000,1.954000,0.159000,0.050000,1.130000,0.112000,0.422000,0.012000,0.403000,0.660000,1.603000
MLKEM512,rsa3072_mldsa44,pqc,pqc-hybrid,off,6.900000,0 - default,800,768,2808,3451.000000,2400.000000,1.437917,1096,830,222,8055,4709,6,12,2581,8974,1151,8551,1182,0,11509,2,1,9,4,0.045000,0.065000,4.522000,0.162000,0.049000,1.093000,0.142000,0.482000,0.014000,2.674000,2.973000,3.998000
MLKEM512,p384_mldsa65,pqc,pqc-hybrid,off,5.950000,0 - default,800,768,3415,3451.000000,2400.000000,1.437917,1096,830,222,9651,5656,6,13,2581,10570,1151,10110,1182,0,13105,2,1,10,4,0.052000,0.075000,2.796000,0.157000,0.056000,1.762000,0.113000,0.391000,0.012000,1.268000,1.550000,2.452000
MLKEM512,p521_mldsa87,pqc,pqc-hybrid,off,7.990000,0 - default,800,768,4770,3451.000000,2400.000000,1.437917,1096,830,222,13160,7684,6,16,2581,14079,1151,13508,1182,0,16614,2,1,13,4,0.049000,0.068000,3.897000,0.169000,0.056000,2.599000,0.112000,0.449000,0.012000,2.300000,2.570000,3.559000
MLKEM512,falcon512,pqc,pqc,off,3.340000,0 - default,800,768,652,3407.000000,2400.000000,1.419583,1096,830,138,2683,1741,4,6,2441,3602,1151,3402,1126,0,5997,2,1,3,2,0.045000,0.065000,1.976000,0.135000,0.052000,0.321000,0.138000,0.475000,0.013000,0.305000,0.555000,2.985000
MLKEM512,falcon1024,pqc,pqc,off,3.600000,0 - default,800,768,1274,3451.000000,2400.000000,1.437917,1096,830,180,4901,3253,5,8,2539,5820,1151,5546,1182,0,8313,2,1,5,3,0.046000,0.066000,2.121000,0.162000,0.047000,0.343000,0.114000,0.423000,0.011000,0.522000,0.776000,1.716000
MLKEM512,p256_falcon512,pqc,pqc-hybrid,off,4.380000,0 - default,800,768,727,3451.000000,2400.000000,1.437917,1096,830,180,2944,1885,5,7,2539,3863,1151,3626,1182,0,6356,2,1,4,3,0.044000,0.064000,2.147000,0.163000,0.045000,1.124000,0.120000,0.407000,0.011000,0.533000,0.779000,2.717000
MLKEM512,rsa3072_falcon512,pqc,pqc-hybrid,off,6.710000,0 - default,800,768,1045,3451.000000,2400.000000,1.437917,1096,830,180,3947,2532,5,8,2539,4866,1151,4591,1182,0,7359,2,1,5,3,0.045000,0.064000,4.448000,0.162000,0.045000,1.097000,0.143000,0.500000,0.013000,2.783000,3.066000,4.111000
MLKEM512,falconpadded512,pqc,pqc,off,3.260000,0 - default,800,768,666,3430.000000,2400.000000,1.429167,1096,830,138,2706,1750,4,6,2441,3625,1151,3425,1126,0,6020,2,1,3,2,0.049000,0.069000,2.046000,0.157000,0.044000,0.314000,0.137000,0.477000,0.014000,0.296000,0.591000,2.921000
MLKEM512,p256_falconpadded512,pqc,pqc-hybrid,off,4.440000,0 - default,800,768,742,3451.000000,2400.000000,1.437917,1096,830,180,2969,1895,5,7,2539,3888,1151,3651,1182,0,6381,2,1,4,3,0.045000,0.066000,2.188000,0.164000,0.046000,1.143000,0.112000,0.410000,0.012000,0.532000,0.794000,2.743000
MLKEM512,rsa3072_falconpadded512,pqc,pqc-hybrid,off,6.570000,0 - default,800,768,1054,3451.000000,2400.000000,1.437917,1096,830,180,3964,2540,5,8,2539,4883,1151,4608,1182,0,7376,2,1,5,3,0.048000,0.068000,4.359000,0.164000,0.058000,1.107000,0.116000,0.440000,0.011000,2.803000,3.053000,4.014000
MLKEM512,p521_falcon1024,pqc,pqc-hybrid,off,8.130000,0 - default,800,768,1415,3451.000000,2400.000000,1.437917,1096,830,180,5399,3530,5,10,2539,6318,1151,5969,1182,0,8811,2,1,7,3,0.045000,0.064000,4.208000,0.160000,0.048000,2.548000,0.137000,0.480000,0.012000,2.583000,2.845000,3.866000
MLKEM512,falconpadded1024,pqc,pqc,off,3.710000,0 - default,800,768,1280,3451.000000,2400.000000,1.437917,1096,830,180,4952,3260,5,9,2539,5871,1151,5559,1182,0,8364,2,1,6,3,0.049000,0.068000,2.172000,0.149000,0.047000,0.351000,0.141000,0.500000,0.012000,0.520000,0.775000,1.785000
MLKEM512,p521_falconpadded1024,pqc,pqc-hybrid,off,8.090000,0 - default,800,768,1421,3451.000000,2400.000000,1.437917,1096,830,180,5414,3539,5,10,2539,6333,1151,5984,1182,0,8826,2,1,7,3,0.052000,0.072000,4.207000,0.154000,0.048000,2.553000,0.136000,0.475000,0.012000,2.604000,2.867000,3.860000
MLKEM512,sphincssha2128fsimple,pqc,pqc,off,11.160000,0 - default,800,768,17088,3451.000000,2400.000000,1.437917,1096,830,348,35891,17305,9,34,2707,36810,1151,35574,1182,0,39471,2,1,31,7,0.048000,0.068000,8.736000,0.156000,0.073000,0.856000,0.114000,0.417000,0.036000,7.082000,7.407000,8.349000
MLKEM512,p256_sphincssha2128fsimple,pqc,pqc-hybrid,off,12.130000,0 - default,800,768,17163,3451.000000,2400.000000,1.437917,1096,830,348,36112,17451,9,34,2707,37031,1151,35795,1182,0,39692,2,1,31,7,0.049000,0.069000,8.931000,0.163000,0.071000,1.608000,0.111000,0.389000,0.037000,7.334000,7.650000,8.582000
MLKEM512,rsa3072_sphincssha2128fsimple,pqc,pqc-hybrid,off,14.640000,0 - default,800,768,17476,3451.000000,2400.000000,1.437917,1096,830,348,37118,18100,9,35,2707,38037,1151,36764,1182,0,40698,2,1,32,7,0.045000,0.064000,11.490000,0.165000,0.064000,1.585000,0.149000,0.513000,0.047000,9.616000,9.996000,11.107000
MLKEM512,sphincssha2128ssimple,pqc,pqc,off,149.980000,0 - default,800,768,7856,3451.000000,2400.000000,1.437917,1096,830,222,16722,8072,6,18,2581,17641,1151,16997,1182,0,20176,2,1,15,4,0.045000,0.065000,148.137000,0.165000,0.058000,0.470000,0.112000,0.407000,0.012000,146.520000,146.794000,147.749000
MLKEM512,p256_sphincssha2128ssimple,pqc,pqc-hybrid,off,151.170000,0 - default,800,768,7931,3451.000000,2400.000000,1.437917,1096,830,222,16943,8218,6,18,2581,17862,1151,17218,1182,0,20397,2,1,15,4,0.048000,0.068000,148.354000,0.164000,0.058000,1.286000,0.112000,0.453000,0.012000,146.693000,146.963000,147.978000
MLKEM512,rsa3072_sphincssha2128ssimple,pqc,pqc-hybrid,off,153.190000,0 - default,800,768,8244,3451.000000,2400.000000,1.437917,1096,830,222,17950,8868,6,19,2581,18869,1151,18188,1182,0,21404,2,1,16,4,0.048000,0.068000,150.528000,0.159000,0.059000,1.235000,0.120000,0.479000,0.012000,148.870000,149.141000,150.169000
MLKEM512,sphincssha2192fsimple,pqc,pqc,off,16.690000,0 - default,800,768,35664,3451.000000,2400.000000,1.437917,1096,830,516,74467,35897,13,66,2875,75386,1151,72966,1182,0,78215,2,1,63,11,0.052000,0.072000,13.590000,0.157000,0.086000,1.060000,0.116000,0.403000,0.055000,11.959000,13.011000,13.255000
MLKEM512,p384_sphincssha2192fsimple,pqc,pqc-hybrid,off,19.180000,0 - default,800,768,35771,3451.000000,2400.000000,1.437917,1096,830,516,74866,36108,13,68,2875,75785,1151,73290,1182,0,78614,2,1,65,11,0.045000,0.064000,14.573000,0.159000,0.087000,2.453000,0.114000,0.424000,0.055000,12.930000,13.967000,14.247000
MLKEM512,sphincssha2192ssimple,pqc,pqc,off,268.370000,0 - default,800,768,16224,3451.000000,2400.000000,1.437917,1096,830,306,34135,16457,8,33,2665,35054,1151,33855,1182,0,37673,2,1,30,6,0.049000,0.069000,266.077000,0.161000,0.067000,0.619000,0.116000,0.460000,0.035000,264.145000,264.467000,265.681000
MLKEM512,p384_sphincssha2192ssimple,pqc,pqc-hybrid,off,271.370000,0 - default,800,768,16331,3451.000000,2400.000000,1.437917,1096,830,306,34452,16667,8,33,2665,35371,1151,34172,1182,0,37990,2,1,30,6,0.049000,0.067000,267.474000,0.166000,0.070000,1.993000,0.136000,0.489000,0.040000,265.679000,266.054000,267.176000
MLKEM512,sphincssha2256fsimple,pqc,pqc,off,29.440000,0 - default,800,768,49856,3451.000000,2400.000000,1.437917,1096,830,604,103967,50105,15,91,2963,104886,1151,101541,1182,0,107803,2,1,88,13,0.049000,0.069000,26.210000,0.156000,0.102000,1.061000,0.113000,0.421000,0.072000,24.482000,26.148000,25.868000
MLKEM512,p521_sphincssha2256fsimple,pqc,pqc-hybrid,off,34.110000,0 - default,800,768,49998,3451.000000,2400.000000,1.437917,1096,830,562,104429,50387,14,92,2921,105348,1151,101965,1182,0,108223,2,1,89,12,0.049000,0.068000,28.321000,0.160000,0.113000,3.278000,0.111000,0.394000,0.072000,26.612000,28.434000,28.024000
MLKEM512,sphincssha2256ssimple,pqc,pqc,off,245.060000,0 - default,800,768,29792,3451.000000,2400.000000,1.437917,1096,830,432,62299,30041,11,56,2791,63218,1151,61168,1182,0,65963,2,1,53,9,0.044000,0.064000,242.373000,0.170000,0.086000,0.710000,0.113000,0.416000,0.047000,240.646000,241.015000,242.076000
MLKEM512,p521_sphincssha2256ssimple,pqc,pqc-hybrid,off,248.780000,0 - default,800,768,29935,3451.000000,2400.000000,1.437917,1096,830,390,62763,30324,10,57,2749,63682,1151,61594,1182,0,66385,2,1,54,8,0.045000,0.065000,243.559000,0.173000,0.088000,2.923000,0.115000,0.400000,0.050000,241.808000,242.193000,243.249000
MLKEM512,sphincsshake128fsimple,pqc,pqc,off,20.060000,0 - default,800,768,17088,3451.000000,2400.000000,1.437917,1096,830,348,35891,17305,9,34,2707,36810,1151,35574,1182,0,39471,2,1,31,7,0.046000,0.065000,17.177000,0.172000,0.069000,1.324000,0.177000,0.545000,0.045000,15.258000,15.625000,16.770000
MLKEM512,p256_sphincsshake128fsimple,pqc,pqc-hybrid,off,21.210000,0 - default,800,768,17164,3451.000000,2400.000000,1.437917,1096,830,348,36149,17449,9,35,2707,37068,1151,35794,1182,0,39729,2,1,32,7,0.051000,0.072000,17.298000,0.160000,0.071000,2.158000,0.144000,0.482000,0.045000,15.549000,15.891000,16.952000
MLKEM512,rsa3072_sphincsshake128fsimple,pqc,pqc-hybrid,off,23.260000,0 - default,800,768,17476,3451.000000,2400.000000,1.437917,1096,830,348,37156,18100,9,36,2707,38075,1151,36764,1182,0,40736,2,1,33,7,0.049000,0.069000,19.512000,0.161000,0.072000,2.114000,0.116000,0.453000,0.038000,17.805000,18.134000,19.176000
MLKEM512,sphincsshake128ssimple,pqc,pqc,off,319.400000,0 - default,800,768,7856,3451.000000,2400.000000,1.437917,1096,830,222,16723,8073,6,18,2581,17642,1151,16998,1182,0,20177,2,1,15,4,0.049000,0.069000,317.291000,0.167000,0.062000,0.700000,0.156000,0.533000,0.014000,315.449000,315.747000,316.888000
MLKEM512,p256_sphincsshake128ssimple,pqc,pqc-hybrid,off,320.140000,0 - default,800,768,7931,3451.000000,2400.000000,1.437917,1096,830,222,16943,8218,6,18,2581,17862,1151,17218,1182,0,20397,2,1,15,4,0.051000,0.071000,317.102000,0.182000,0.061000,1.490000,0.141000,0.482000,0.012000,315.393000,315.673000,316.780000
MLKEM512,rsa3072_sphincsshake128ssimple,pqc,pqc-hybrid,off,322.690000,0 - default,800,768,8244,3451.000000,2400.000000,1.437917,1096,830,222,17950,8868,6,19,2581,18869,1151,18188,1182,0,21404,2,1,16,4,0.045000,0.065000,319.622000,0.172000,0.063000,1.512000,0.127000,0.465000,0.013000,317.915000,318.191000,319.262000
MLKEM512,sphincsshake192fsimple,pqc,pqc,off,30.280000,0 - default,800,768,35664,3451.000000,2400.000000,1.437917,1096,830,474,74505,35897,12,67,2833,75424,1151,72966,1182,0,78211,2,1,64,10,0.045000,0.065000,26.313000,0.167000,0.097000,1.872000,0.137000,0.483000,0.056000,24.538000,25.657000,25.989000
MLKEM512,p384_sphincsshake192fsimple,pqc,pqc-hybrid,off,32.740000,0 - default,800,768,35772,3451.000000,2400.000000,1.437917,1096,830,474,74867,36108,12,68,2833,75786,1151,73291,1182,0,78573,2,1,65,10,0.048000,0.067000,27.199000,0.158000,0.092000,3.237000,0.110000,0.449000,0.055000,25.530000,26.631000,26.908000
MLKEM512,sphincsshake192ssimple,pqc,pqc,off,570.830000,0 - default,800,768,16224,3451.000000,2400.000000,1.437917,1096,830,306,34135,16457,8,33,2665,35054,1151,33855,1182,0,37673,2,1,30,6,0.048000,0.068000,568.109000,0.186000,0.079000,0.863000,0.114000,0.416000,0.035000,566.280000,566.631000,567.740000
MLKEM512,p384_sphincsshake192ssimple,pqc,pqc-hybrid,off,572.970000,0 - default,800,768,16331,3451.000000,2400.000000,1.437917,1096,830,306,34492,16669,8,34,2665,35411,1151,34174,1182,0,38030,2,1,31,6,0.048000,0.067000,568.794000,0.175000,0.074000,2.268000,0.137000,0.491000,0.042000,566.955000,567.330000,568.452000
MLKEM512,sphincsshake256fsimple,pqc,pqc,off,57.240000,0 - default,800,768,49856,3451.000000,2400.000000,1.437917,1096,830,520,104005,50105,13,92,2879,104924,1151,101541,1182,0,107757,2,1,89,11,0.046000,0.066000,52.998000,0.164000,0.106000,1.854000,0.136000,0.478000,0.072000,51.214000,52.954000,52.688000
MLKEM512,p521_sphincsshake256fsimple,pqc,pqc-hybrid,off,61.850000,0 - default,800,768,49997,3451.000000,2400.000000,1.437917,1096,830,562,104428,50387,14,92,2921,105347,1151,101964,1182,0,108222,2,1,89,12,0.046000,0.066000,55.230000,0.163000,0.108000,4.084000,0.160000,0.538000,0.088000,53.305000,55.175000,54.923000
MLKEM512,sphincsshake256ssimple,pqc,pqc,off,486.960000,0 - default,800,768,29792,3451.000000,2400.000000,1.437917,1096,830,390,62299,30041,10,56,2749,63218,1151,61168,1182,0,65921,2,1,53,8,0.045000,0.066000,483.835000,0.179000,0.089000,1.069000,0.116000,0.453000,0.049000,482.007000,482.386000,483.504000
MLKEM512,p521_sphincsshake256ssimple,pqc,pqc-hybrid,off,491.630000,0 - default,800,768,29934,3451.000000,2400.000000,1.437917,1096,830,348,62762,30324,9,57,2707,63681,1151,61593,1182,0,66342,2,1,54,7,0.048000,0.068000,486.028000,0.163000,0.092000,3.251000,0.138000,0.491000,0.060000,484.177000,484.580000,485.737000
MLKEM512,ED25519,pqc,classic,off,2.260000,0 - default,800,768,64,1343.000000,2400.000000,0.559583,1096,830,138,582,270,4,5,2441,1501,1151,1338,1126,0,3896,2,1,2,2,0.049000,0.069000,1.202000,0.132000,0.040000,0.186000,0.118000,0.218000,0.012000,0.035000,0.070000,1.908000
MLKEM512,ED448,pqc,classic,off,2.830000,0 - default,800,768,114,1468.000000,2400.000000,0.611667,1096,830,138,707,345,4,5,2441,1626,1151,1463,1126,0,4021,2,1,2,2,0.048000,0.067000,1.467000,0.132000,0.054000,0.304000,0.130000,0.247000,0.012000,0.233000,0.271000,2.448000
MLKEM768,MLDSA44,pqc,pqc,off,3.670000,0 - default,1184,1088,2420,6977.000000,3600.000000,1.938056,1162,1150,222,6767,3931,7,9,3781,8013,1540,7695,1955,7,11748,3,1,6,4,0.061000,0.086000,2.287000,0.166000,0.042000,0.207000,0.155000,0.279000,0.013000,0.894000,0.961000,1.880000
MLKEM768,MLDSA65,pqc,pqc,off,3.420000,0 - default,1184,1088,3309,6977.000000,3600.000000,1.938056,1162,1150,222,9269,5460,7,11,3781,10515,1540,10123,1955,7,14250,3,1,8,4,0.058000,0.078000,1.993000,0.178000,0.049000,0.283000,0.124000,0.225000,0.013000,0.656000,0.721000,1.602000
MLKEM768,MLDSA87,pqc,pqc,off,3.520000,0 - default,1184,1088,4627,6977.000000,3600.000000,1.938056,1162,1150,264,12709,7418,8,15,3823,13955,1540,13414,1955,7,17732,3,1,12,5,0.061000,0.081000,1.905000,0.134000,0.049000,0.389000,0.150000,0.277000,0.014000,0.610000,0.686000,1.458000
MLKEM768,p256_mldsa44,pqc,pqc-hybrid,off,4.920000,0 - default,1184,1088,2496,6977.000000,3600.000000,1.938056,1162,1150,222,6976,4064,7,9,3781,8222,1540,7904,1955,7,11957,3,1,6,4,0.061000,0.081000,2.405000,0.169000,0.050000,1.154000,0.148000,0.531000,0.014000,0.425000,0.761000,3.105000
MLKEM768,rsa3072_mldsa44,pqc,pqc-hybrid,off,6.780000,0 - default,1184,1088,2808,6977.000000,3600.000000,1.938056,1162,1150,222,7975,4709,7,10,3781,9221,1540,8866,1955,7,12956,3,1,7,4,0.067000,0.087000,4.499000,0.169000,0.046000,1.115000,0.161000,0.500000,0.012000,2.695000,2.953000,4.134000
MLKEM768,p384_mldsa65,pqc,pqc-hybrid,off,6.110000,0 - default,1184,1088,3416,6977.000000,3600.000000,1.938056,1162,1150,222,9610,5656,7,12,3781,10856,1540,10426,1955,7,14591,3,1,9,4,0.058000,0.079000,3.056000,0.174000,0.046000,1.746000,0.118000,0.461000,0.012000,1.235000,1.505000,2.683000
MLKEM768,p521_mldsa87,pqc,pqc-hybrid,off,8.080000,0 - default,1184,1088,4769,6977.000000,3600.000000,1.938056,1162,1150,264,13117,7684,8,15,3823,14363,1540,13822,1955,7,18140,3,1,12,5,0.060000,0.080000,4.066000,0.170000,0.053000,2.567000,0.145000,0.479000,0.014000,2.277000,2.609000,3.684000
MLKEM768,falcon512,pqc,pqc,off,3.500000,0 - default,1184,1088,650,3732.000000,3600.000000,1.036667,1162,1150,138,2681,1741,5,6,3641,3927,1540,3720,1899,7,7522,3,1,3,2,0.063000,0.084000,2.235000,0.169000,0.046000,0.325000,0.171000,0.540000,0.014000,0.283000,0.574000,3.058000
MLKEM768,falcon1024,pqc,pqc,off,3.930000,0 - default,1184,1088,1270,5873.000000,3600.000000,1.631389,1162,1150,180,4896,3253,6,8,3739,6142,1540,5861,1955,7,9835,3,1,5,3,0.063000,0.082000,2.381000,0.171000,0.050000,0.366000,0.149000,0.488000,0.014000,0.516000,0.813000,2.974000
MLKEM768,p256_falcon512,pqc,pqc-hybrid,off,4.400000,0 - default,1184,1088,730,3956.000000,3600.000000,1.098889,1162,1150,138,2905,1885,5,6,3641,4151,1540,3944,1899,7,7746,3,1,3,2,0.063000,0.081000,2.248000,0.169000,0.046000,1.143000,0.130000,0.409000,0.011000,0.522000,0.770000,4.040000
MLKEM768,rsa3072_falcon512,pqc,pqc-hybrid,off,6.760000,0 - default,1184,1088,1042,4920.000000,3600.000000,1.366667,1162,1150,180,3906,2532,6,7,3739,5152,1540,4908,1955,7,8845,3,1,4,3,0.059000,0.084000,4.568000,0.173000,0.045000,1.110000,0.160000,0.503000,0.012000,2.782000,3.030000,5.129000
MLKEM768,falconpadded512,pqc,pqc,off,3.350000,0 - default,1184,1088,666,3757.000000,3600.000000,1.043611,1162,1150,138,2706,1750,5,6,3641,3952,1540,3745,1899,7,7547,3,1,3,2,0.067000,0.087000,2.019000,0.178000,0.050000,0.317000,0.130000,0.419000,0.012000,0.287000,0.533000,2.947000
MLKEM768,p256_falconpadded512,pqc,pqc-hybrid,off,4.670000,0 - default,1184,1088,742,3978.000000,3600.000000,1.105000,1162,1150,138,2927,1895,5,6,3641,4173,1540,3966,1899,7,7768,3,1,3,2,0.062000,0.082000,2.391000,0.172000,0.054000,1.143000,0.144000,0.480000,0.016000,0.528000,0.802000,4.288000
MLKEM768,rsa3072_falconpadded512,pqc,pqc-hybrid,off,6.900000,0 - default,1184,1088,1054,4940.000000,3600.000000,1.372222,1162,1150,180,3926,2540,6,7,3739,5172,1540,4928,1955,7,8865,3,1,4,3,0.064000,0.084000,4.642000,0.171000,0.046000,1.111000,0.145000,0.498000,0.013000,2.804000,3.113000,5.252000
MLKEM768,p521_falcon1024,pqc,pqc-hybrid,off,8.310000,0 - default,1184,1088,1412,6293.000000,3600.000000,1.748056,1162,1150,180,5354,3530,6,9,3739,6600,1540,6281,1955,7,10293,3,1,6,3,0.062000,0.083000,4.483000,0.164000,0.050000,2.565000,0.146000,0.495000,0.013000,2.593000,2.901000,4.111000
MLKEM768,falconpadded1024,pqc,pqc,off,3.990000,0 - default,1184,1088,1280,5891.000000,3600.000000,1.636389,1162,1150,180,4914,3260,6,8,3739,6160,1540,5879,1955,7,9853,3,1,5,3,0.058000,0.078000,2.504000,0.174000,0.051000,0.362000,0.165000,0.516000,0.013000,0.516000,0.778000,2.911000
MLKEM768,p521_falconpadded1024,pqc,pqc-hybrid,off,8.300000,0 - default,1184,1088,1423,6313.000000,3600.000000,1.753611,1162,1150,180,5374,3539,6,9,3739,6620,1540,6301,1955,7,10313,3,1,6,3,0.059000,0.078000,4.502000,0.174000,0.049000,2.557000,0.145000,0.486000,0.014000,2.583000,2.887000,4.111000
MLKEM768,sphincssha2128fsimple,pqc,pqc,off,11.180000,0 - default,1184,1088,17088,6977.000000,3600.000000,1.938056,1162,1150,348,35885,17305,10,34,3907,37131,1540,35887,1955,7,40992,3,1,31,7,0.062000,0.082000,8.949000,0.167000,0.064000,0.807000,0.147000,0.495000,0.039000,7.091000,7.430000,8.514000
MLKEM768,p256_sphincssha2128fsimple,pqc,pqc-hybrid,off,12.420000,0 - default,1184,1088,17163,6977.000000,3600.000000,1.938056,1162,1150,348,36150,17451,10,35,3907,37396,1540,36115,1955,7,41257,3,1,32,7,0.063000,0.083000,9.185000,0.171000,0.070000,1.646000,0.158000,0.499000,0.040000,7.345000,7.688000,8.822000
MLKEM768,rsa3072_sphincssha2128fsimple,pqc,pqc-hybrid,off,14.640000,0 - default,1184,1088,17476,6977.000000,3600.000000,1.938056,1162,1150,348,37112,18100,10,35,3907,38358,1540,37077,1955,7,42219,3,1,32,7,0.057000,0.078000,11.496000,0.172000,0.065000,1.592000,0.177000,0.522000,0.032000,9.575000,9.902000,11.079000
MLKEM768,sphincssha2128ssimple,pqc,pqc,off,149.950000,0 - default,1184,1088,7856,6977.000000,3600.000000,1.938056,1162,1150,180,16718,8072,6,18,3739,17964,1540,17312,1955,7,21657,3,1,15,3,0.057000,0.077000,148.176000,0.178000,0.063000,0.465000,0.130000,0.473000,0.012000,146.379000,146.655000,147.742000
MLKEM768,p256_sphincssha2128ssimple,pqc,pqc-hybrid,off,151.560000,0 - default,1184,1088,7930,6977.000000,3600.000000,1.938056,1162,1150,180,16980,8218,6,19,3739,18226,1540,17537,1955,7,21919,3,1,16,3,0.063000,0.083000,148.718000,0.188000,0.062000,1.283000,0.144000,0.488000,0.014000,146.838000,147.172000,148.329000
MLKEM768,rsa3072_sphincssha2128ssimple,pqc,pqc-hybrid,off,153.410000,0 - default,1184,1088,8244,6977.000000,3600.000000,1.938056,1162,1150,180,17944,8868,6,19,3739,19190,1540,18501,1955,7,22883,3,1,16,3,0.063000,0.082000,150.710000,0.176000,0.058000,1.262000,0.149000,0.487000,0.014000,148.903000,149.197000,150.324000
MLKEM768,sphincssha2192fsimple,pqc,pqc,off,16.980000,0 - default,1184,1088,35664,6977.000000,3600.000000,1.938056,1162,1150,516,74466,35897,14,66,4075,75712,1540,73285,1955,7,79741,3,1,63,11,0.061000,0.090000,13.813000,0.171000,0.085000,1.069000,0.164000,0.510000,0.061000,11.945000,13.110000,13.471000
MLKEM768,p384_sphincssha2192fsimple,pqc,pqc-hybrid,off,19.450000,0 - default,1184,1088,35771,6977.000000,3600.000000,1.938056,1162,1150,516,74823,36108,14,67,4075,76069,1540,73604,1955,7,80098,3,1,64,11,0.058000,0.078000,14.791000,0.171000,0.091000,2.437000,0.146000,0.487000,0.070000,12.956000,14.119000,14.447000
MLKEM768,sphincssha2192ssimple,pqc,pqc,off,268.220000,0 - default,1184,1088,16224,6977.000000,3600.000000,1.938056,1162,1150,264,34091,16457,8,32,3823,35337,1540,34168,1955,7,39114,3,1,29,5,0.056000,0.077000,265.916000,0.176000,0.068000,0.605000,0.136000,0.479000,0.032000,264.050000,264.381000,265.494000
MLKEM768,p384_sphincssha2192ssimple,pqc,pqc-hybrid,off,270.900000,0 - default,1184,1088,16331,6977.000000,3600.000000,1.938056,1162,1150,264,34446,16667,8,33,3823,35692,1540,34485,1955,7,39469,3,1,30,5,0.058000,0.078000,267.006000,0.189000,0.067000,2.011000,0.146000,0.497000,0.035000,265.130000,265.454000,266.625000
MLKEM768,sphincssha2256fsimple,pqc,pqc,off,29.790000,0 - default,1184,1088,49856,6977.000000,3600.000000,1.938056,1162,1150,520,103923,50105,14,90,4079,105169,1540,101854,1955,7,109202,3,1,87,11,0.062000,0.082000,26.369000,0.167000,0.104000,1.076000,0.149000,0.507000,0.078000,24.459000,26.129000,26.012000
MLKEM768,p521_sphincssha2256fsimple,pqc,pqc-hybrid,off,34.120000,0 - default,1184,1088,49999,6977.000000,3600.000000,1.938056,1162,1150,520,104386,50387,14,91,4079,105632,1540,102279,1955,7,109665,3,1,88,11,0.062000,0.082000,28.370000,0.167000,0.111000,3.278000,0.145000,0.485000,0.068000,26.517000,28.227000,28.031000
MLKEM768,sphincssha2256ssimple,pqc,pqc,off,244.390000,0 - default,1184,1088,29792,6977.000000,3600.000000,1.938056,1162,1150,348,62255,30041,10,55,3907,63501,1540,61481,1955,7,67362,3,1,52,7,0.068000,0.088000,241.659000,0.173000,0.086000,0.723000,0.147000,0.502000,0.053000,239.688000,240.095000,241.305000
MLKEM768,p521_sphincssha2256ssimple,pqc,pqc-hybrid,off,248.390000,0 - default,1184,1088,29935,6977.000000,3600.000000,1.938056,1162,1150,390,62763,30324,11,57,3949,64009,1540,61914,1955,7,67912,3,1,54,8,0.061000,0.081000,243.309000,0.181000,0.083000,2.928000,0.125000,0.469000,0.046000,241.421000,241.802000,242.946000
MLKEM768,sphincsshake128fsimple,pqc,pqc,off,19.950000,0 - default,1184,1088,17088,6977.000000,3600.000000,1.938056,1162,1150,348,35885,17305,10,34,3907,37131,1540,35887,1955,7,40992,3,1,31,7,0.063000,0.084000,17.137000,0.171000,0.072000,1.368000,0.150000,0.509000,0.039000,15.259000,15.605000,16.721000
